input,target,gemini_output
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: In der Liste der Kulturdenkmäler in Erden sind alle Kulturdenkmäler der rheinland-pfälzischen Ortsgemeinde Erden aufgeführt.
Translation: In the list of cultural monuments in earth are all cultural monuments of the municipality of Erden.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The German word ""Erden"" refers to a specific place (a municipality in Rhineland-Palatinate, Germany).  The English translation incorrectly replaces ""Erden"" with ""earth,"" a completely different entity."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Büsserach ist eine politische Gemeinde im Bezirk Thierstein des Kantons Solothurn in der Schweiz.
Translation: Büsserach is a municipality in the district of Thorstein in the canton of Solothurn in Switzerland.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.  The district name ""Thierstein"" is changed to ""Thorstein"" in the translation."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die unvollständige Liste der Baudenkmale in Barsinghausen enthält Baudenkmale der Barsinghausener Kernstadt sowie der Ortsteile Bantorf, Barrigsen, Eckerde, Egestorf, Göxe, Großgoltern, Groß Munzel, Hohenbostel, Holtensen, Kirchdorf, Landringhausen, Langreder, Nordgoltern, Ostermunzel, Stemmen, Wichtringhausen und Winninghausen.
Translation: The complete list of architectural monuments in Barsinghausen contains architectural monuments of the Barsinghausen core town as well as the districts bantorf, Barrigsen, Eckerde, Egestorf, Göxe, Großgoltern, Groß Munzel, Hohenbostel, Holtensen, Kirchdorf, Landringhausen, Langreder, Nordgoltern, Ostermunzel, Stemmen, Wichtringhausen and Winninghausen.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(C),"The correct answer is (C) Negation or Antonyms.

The German word ""unvollständige"" means ""incomplete.""  The English translation uses ""complete,"" which is the antonym."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Liste der Registered Historic Places im Comal County führt alle Bauwerke und historischen Stätten im texanischen Comal County auf, die in das National Register of Historic Places aufgenommen wurden.
Translation: The Register ed. Historic Places in Comal County lists all buildings and historical sites in Texas, that have been added to the National Register of Historic Places.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The source text specifies ""im texanischen Comal County"" (in Texan Comal County), correctly locating the county within Texas.  The translation, however, removes the specification of Comal County being *in* Texas, changing the meaning.  This is an alteration of a named entity (location)."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Tscherwona Sloboda ist ein Dorf in der zentralukrainischen Oblast Tscherkassy mit etwa 9500 Einwohnern.
Translation: Cherwona Sloboda is a village in Cherkassy Oblast, Russia.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The translation incorrectly states that Cherwona Sloboda is located in Russia.  The source text correctly identifies its location as Cherkassy Oblast in Ukraine.  This is an error involving a named entity (specifically, a country)."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Als Aussichtstriebwagen oder Panoramatriebwagen werden Triebwagen bezeichnet, die touristischen Zwecken dienen und zur besseren Rundumsicht der Fahrgäste viele Glasflächen aufweisen.
Translation: A van or panoramic railcar is a railcar that serves military purposes and has many glass surfaces for a better all-round view of passengers.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (F) Facts.

The source text states that the railcars serve ""touristischen Zwecken"" (tourist purposes). The translation incorrectly states that they serve ""military purposes"".  This is a factual error."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Pedro Morenés y Álvarez de Eulate ist ein spanischer Politiker der Partido Popular.
Translation: Pedro is a Spanish politician of the Popular Party.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The translation omits ""Morenés y Álvarez de Eulate"" from the name.  It also replaces ""Partido Popular"" with ""Popular Party,"" which is a correct translation but loses the specific named entity."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Als Fassadenbrand werden Ereignisse bezeichnet, bei denen Teile der Fassade eines Gebäudes in Brand geraten.
Translation: A facade fire refers to events in which parts of the facade of a building are set on ice.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(C),"The correct answer is (F) Facts.

The translation incorrectly states that parts of the facade are ""set on ice"" instead of ""set on fire"". This is a factual error not related to named entities, numerical values, modifiers, negation, or dropped content."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Das Land Niedersachsen ist in insgesamt 37 Landkreise sowie 8 kreisfreie Städte untergliedert.
Translation: The state of Lower Saxony is divided into a total of 17 districts and 8 district-free cities.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),The correct answer is (B) Numerical Values.  The number of districts is incorrectly translated as 17 instead of 37.
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Schuders, im Ortsdialekt Schuudersch ausgesprochen, ist ein walserisches, als Hangsiedlung angelegtes Dorf in 1272 m Höhe im bündnerischen Prättigau.
Translation: Schuders, pronounced in the local dialect Schuudersch, is a Village in the Municipality of Prettigau, which is designed as a hillside settlement at an altitude of 1272 ft.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.

The original text states the altitude is 1272 meters (m), while the translation incorrectly gives it as 1272 feet (ft).  This is a change in a numerical value and unit."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Kurt Tucholsky war ein deutscher Journalist und Schriftsteller.
Translation: Kurt Tucholsky was a German journalist and hack.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"A) Modifiers or Adjectives

The word ""hack"" changes the meaning and connotation of ""Schriftsteller"" (writer).  While a ""hack"" can be a writer, it carries a negative connotation implying inferior work, which is not present in the original. Therefore, the error is in the adjectives/modifiers used to describe the noun."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Liste der Rittersteine enthält alle bekannten Rittersteine des Pfälzerwald-Vereins e. V. im Pfälzerwald.
Translation: The list of knightstones contains all known knightstones of the Palestine Forest Association in the Palatinate Forest.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The German term ""Pfälzerwald-Vereins"" refers to the Palatinate Forest Association.  The translation incorrectly changes this to ""Palestine Forest Association"".  This is a change of a named entity."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Bahnstrecke Köln-Ehrenfeld–Rheydt ist eine überwiegend zweigleisige, elektrifizierte Hauptbahn in Nordrhein-Westfalen.
Translation: The Cologne-Ehrenfeld-Rheydt railway is a single-track, electrified main line in North Rhine-Westphalia.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(A),"The correct answer is (B) Numerical Values.

The original German text states the railway line is ""überwiegend zweigleisige"" (mostly double-tracked), while the English translation says it is ""single-tracked"".  This is a change in a numerical value (number of tracks)."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Taubenäcker ist ein mit Verordnung des Regierungspräsidiums Tübingen vom 12.
Translation: Taubenäcker is an ordinance of the Tübingen Regional Council of 12 May 1898.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (B) Numerical Values.

The source text mentions ""vom 12."" which is likely short for ""vom 12. Mai 1898"" (from the 12th of May 1898).  The translation omits the month and year, altering the numerical value."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der Nischni Nowgoroder Kreml ist eine ehemalige Zitadelle in der Großstadt Nischni Nowgorod in Russland an der Mündung des Flusses Oka in die Wolga.
Translation: Nizhny Novgooder Kremlin is a former citadel in Nizhny Novgorod, Russia, at the mouth of the Okja River in the Volga River.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The source text mentions ""Oka River"" and the translation changes it to ""Okja River"".  This is a change of a named entity (a river)."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Wayne County ist ein County im US-Bundesstaat Indiana der Vereinigten Staaten.
Translation: Wayne County is a county located in the U.S..
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),The correct answer is (E) Dropped Content.  The translation omits the crucial information that Wayne County is in the state of Indiana.
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Nimrod ist eine Kleinstadt im Wadena County des Bundesstaates Minnesota der Vereinigten Staaten.
Translation: Nimrod is a city in Wadena County, Minnesota.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(A),"The correct answer is (A) Modifiers or Adjectives.

The German text describes Nimrod as a ""Kleinstadt,"" which translates to ""small town"" or ""village.""  The English translation simply says ""city,"" omitting the crucial adjective describing its size."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Architektur Osttimors spiegelt die Traditionen der verschiedenen Ethnien des Landes und die Zeiten der Fremdherrschaft wider.
Translation: The architecture of West Timor reflects the traditions of the different ethnic groups of the country and the times of foreign domination.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.  The translation incorrectly replaces ""Osttimor"" (East Timor) with ""West Timor""."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Deutsche Forschungsschiffe übernehmen vielfältige Forschungsaufgaben auf den Meeren.
Translation: German research vessels carry out a wide range of tasks on the seas.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(A),"The correct answer is (A) Modifiers or Adjectives.

The German word ""vielfältig"" means ""manifold"" or ""diverse,"" implying a large variety of tasks.  The English translation uses ""a wide range of,"" which is a weaker and less specific modifier than the original.  The change from ""manifold"" to ""wide range"" represents a change in the adjective describing the tasks."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Das Kastell Budapest-Albertfalva war ein römisches Militärlager, das für Sicherungs- und Überwachungsaufgaben am pannonischen Limes errichtet wurde.
Translation: Budapest-Albertfalva Castle was a Roman military camp built for security and surveillance.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),"The correct answer is (E) Dropped Content.

The German sentence mentions the location of the camp as being on the ""pannonian Limes"".  This information is missing from the English translation."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Kirche St. Johannes der Täufer war die katholische Kirche in Stederdorf, einem Stadtteil von Peine in Niedersachsen.
Translation: The church of St. John the Baptist was the Catholic church in Seedorf, a district of Peine in Lower Saxony.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.  The translation changes ""Stederdorf"" to ""Seedorf""."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der Große Preis von Südafrika 1962 fand am 29.
Translation: The 1962 South African Grand Prix was held on 29 September 1962.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (B) Numerical Values.

The source text only states the day (29th), while the translation adds the month (September).  This is a change to a numerical value (specifically, a date)."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Robert Harting ist ein ehemaliger deutscher Diskuswerfer.
Translation: Robert Harting is a former thrower.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(A),"The correct answer is (A) Modifiers or Adjectives.

The source text specifies that Robert Harting is a former *German* discus thrower.  The translation omits the adjective ""German"" and ""discus,"" changing the meaning."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Dieser Teil der Liste beinhaltet die Denkmale in Potsdam, die sich in Straßen befinden, die mit A beginnen.
Translation: This part of the list includes the monuments in Potsdam, which are located in streets that begin with C.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (D) Named Entities.

The German word ""A"" (referring to streets beginning with the letter A) is incorrectly translated to ""C"" in the English translation.  This is a change of a named entity (in this case, a letter of the alphabet)."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Mohammed Rabiu ist ein ghanaischer Fußballspieler.
Translation: Mohammed Rabiu is a Ghanaian footballer who plays as a striker.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (F) Facts.

The source sentence only states that Mohammed Rabiu is a Ghanaian footballer. The translation adds the detail that he plays as a striker, which is not explicitly stated in the source and may or may not be true.  This is a factual addition, not covered by the other options."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der Dortmund-Ems-Kanal ist eine Bundeswasserstraße zwischen dem Dortmunder Stadthafen und Papenburg/Ems in den Bundesländern Nordrhein-Westfalen und Niedersachsen.
Translation: The Dortmund-Ems Canal is a federal waterway between Dortmund's city port and Papenburg/Ems in the federal states of North Rhine-Westphalia.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),"The correct answer is (E) Dropped Content.  The source text mentions that the canal is in the federal states of North Rhine-Westphalia *and* Lower Saxony (Niedersachsen). The translation omits ""and Lower Saxony""."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Eleonore Lingnau-Kluge war eine deutsche Malerin.
Translation: Eleonore Lingnau-Kluge was a German dancer.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),The correct answer is (F) Facts.  The translation incorrectly states that Eleonore Lingnau-Kluge was a dancer when the source text says she was a painter.  This is a factual error.
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der Geierrabe ist eine Singvogelart aus der Familie der Rabenvögel.
Translation: The Vulture Raven is a species of bird in the Columbine family.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The source text refers to ""Geierrabe"" (which translates to a type of raven) and ""Rabenvögel"" (raven family).  The translation incorrectly changes this to ""Vulture Raven"" and ""Columbine family.""  These are different entities."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Kathrinhagen ist ein Ortsteil der Gemeinde Auetal im Landkreis Schaumburg in Niedersachsen mit etwa 870 Einwohnern.
Translation: Kathrinhagen is a district of the municipality of Auetal in the district of Schaumburg in Lower Saxony with about 70 inhabitants.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.

The source text states that Kathrinhagen has about 870 inhabitants, while the translation incorrectly states it has about 70 inhabitants.  This is a change in a numerical value."
